Stage,Writing,Audio_Name,English,Japanese,sentence
2,15_Music and the Brain,sentence_2_15_02,"In an experiment, scientists played different kinds of music to two groups of students before a test.",ある実験では、科学者たちはテストの前に2つの学生グループに異なる種類の音楽を聴かせました。,2
2,15_Music and the Brain,sentence_2_15_03,"One group listened to calm classical music, and the other group listened to no music at all.",一方のグループは穏やかなクラシック音楽を聴き、もう一方のグループはまったく音楽を聴きませんでした。,3
2,15_Music and the Brain,sentence_2_15_04,The results showed that the students who listened to classical music remembered more words and facts than the students who did not.,その結果、クラシック音楽を聴いた学生は、音楽を聴かなかった学生よりも多くの単語や事実を覚えていました。,4
2,15_Music and the Brain,sentence_2_15_05,This suggested to the researchers that music might help the brain to organize and store information more effectively.,このことから研究者たちは、音楽が脳に情報をより効果的に整理・保存させるのを助けるのかもしれないと考えました。,5
2,15_Music and the Brain,sentence_2_15_06,"If music can improve memory in students, could it also help older people keep their minds sharp?",もし音楽が学生の記憶力を高められるのなら、高齢者の頭を冴えたままに保つこともできるのでしょうか。,6
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_00,"　Emma Lewis is the mother of two children, including six-year-old Daniel. According to sleep researchers, young children usually need about ten to twelve hours of sleep each night. Adults, on the other hand, generally require about seven to eight hours. However, says Dr. Karen Lee of Johns Hopkins University, many adults believe that they can train themselves to function well on only four or five hours of rest. ""This is a dangerous myth,"" she explains. Even if people feel awake, the brain and body still suffer from a lack of proper sleep. Over time, this can increase the risk of heart disease, diabetes, and mental health problems.",　エマ・ルイスは2人の子どもの母であり、そのうちの1人は6歳のダニエルです。睡眠研究者によると、小さな子どもは通常、一晩に10〜12時間の睡眠が必要です。一方で、大人には一般的に7〜8時間の睡眠が必要です。しかし、ジョンズ・ホプキンス大学のカレン・リー博士によれば、多くの大人は、わずか4〜5時間の休息でも十分に働けるよう自分を慣らせると信じています。「これは危険な誤解です」と彼女は説明します。人が目覚めていると感じていても、脳や体は十分な睡眠不足の影響を受け続けます。長期的には、心臓病、糖尿病、精神的な健康問題のリスクを高める可能性があります。,0
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_01,"Emma Lewis is the mother of two children, including six-year-old Daniel.",エマ・ルイスは2人の子どもの母であり、そのうちの1人は6歳のダニエルです。,1
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_02,"According to sleep researchers, young children usually need about ten to twelve hours of sleep each night.",睡眠研究者によると、小さな子どもは通常、一晩に10〜12時間の睡眠が必要です。,2
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_03,"Adults, on the other hand, generally require about seven to eight hours.",一方で、大人には一般的に7〜8時間の睡眠が必要です。,3
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_04,"However, says Dr. Karen Lee of Johns Hopkins University, many adults believe that they can train themselves to function well on only four or five hours of rest.",しかし、ジョンズ・ホプキンス大学のカレン・リー博士によれば、多くの大人は、わずか4〜5時間の休息でも十分に働けるよう自分を慣らせると信じています。,4
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_05,"""This is a dangerous myth,"" she explains.",「これは危険な誤解です」と彼女は説明します。,5
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_06,"Even if people feel awake, the brain and body still suffer from a lack of proper sleep.",人が目覚めていると感じていても、脳や体は十分な睡眠不足の影響を受け続けます。,6
2,16_Why Sleep Matters for Children and Adults,sentence_2_16_07,"Over time, this can increase the risk of heart disease, diabetes, and mental health problems.",長期的には、心臓病、糖尿病、精神的な健康問題のリスクを高める可能性があります。,7
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_00,"　Astronomers often try to estimate the number of stars in the universe, but how many are there really? Most scientists agree that our own galaxy, the Milky Way, contains about 100 billion stars. They also believe that there are at least 100 billion other galaxies in the observable universe. If this is true, then the total number of stars could be more than the number of grains of sand on all the beaches of Earth. 
　But counting the stars is not an easy task. Some stars are so far away that their light has not yet reached us.","　天文学者たちは宇宙にある星の数を推定しようとしますが、実際にはいくつあるのでしょうか。ほとんどの科学者は、私たちの銀河である天の川には約1,000億個の星があると考えています。また、観測可能な宇宙には少なくとも1,000億の銀河が存在すると考えられています。もしこれが正しければ、星の総数は地球上のすべての砂浜の砂粒より多いかもしれません。
　しかし、星の数を数えることは簡単な仕事ではありません。ある星はあまりに遠くにあり、その光がまだ地球に届いていません。",0
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_01,"Astronomers often try to estimate the number of stars in the universe, but how many are there really?",天文学者たちは宇宙にある星の数を推定しようとしますが、実際にはいくつあるのでしょうか。,1
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_02,"Most scientists agree that our own galaxy, the Milky Way, contains about 100 billion stars.","ほとんどの科学者は、私たちの銀河である天の川には約1,000億個の星があると考えています。",2
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_03,They also believe that there are at least 100 billion other galaxies in the observable universe.,"また、観測可能な宇宙には少なくとも1,000億の銀河が存在すると考えられています。",3
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_04,"If this is true, then the total number of stars could be more than the number of grains of sand on all the beaches of Earth.",もしこれが正しければ、星の総数は地球上のすべての砂浜の砂粒より多いかもしれません。,4
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_05,But counting the stars is not an easy task.,しかし、星の数を数えることは簡単な仕事ではありません。,5
2,17_How Many Stars Are There in the Universe?（1）,sentence_2_17_06,Some stars are so far away that their light has not yet reached us.,ある星はあまりに遠くにあり、その光がまだ地球に届いていません。,6
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_00,"　There is also the problem of stars that are hidden behind dust or clouds of gas. In addition, new stars are constantly being born while old stars eventually die, making the number always change. 
　The constantly changing nature of the universe is frustrating for anyone trying to count stars. But this is also what makes astronomy so fascinating. The study of stars, like the study of language, always offers something new to discover!","　また、星が塵やガスの雲に隠れて見えないという問題もあります。さらに、新しい星は絶えず生まれ、古い星はやがて死んでいくため、その数は常に変化しています。
　宇宙の絶え間ない変化は、星を数えようとする人々にとってはもどかしいものです。しかし、それこそが天文学をこれほど魅力的にしている理由なのです。星の研究は、言語の研究と同じように、常に新しい発見をもたらしてくれるのです。",0
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_01,There is also the problem of stars that are hidden behind dust or clouds of gas.,また、星が塵やガスの雲に隠れて見えないという問題もあります。,1
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_02,"In addition, new stars are constantly being born while old stars eventually die, making the number always change.",さらに、新しい星は絶えず生まれ、古い星はやがて死んでいくため、その数は常に変化しています。,2
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_03,The constantly changing nature of the universe is frustrating for anyone trying to count stars.,宇宙の絶え間ない変化は、星を数えようとする人々にとってはもどかしいものです。,3
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_04,But this is also what makes astronomy so fascinating.,しかし、それこそが天文学をこれほど魅力的にしている理由なのです。,4
2,18_How Many Stars Are There in the Universe?（2）,sentence_2_18_05,"The study of stars, like the study of language, always offers something new to discover!",星の研究は、言語の研究と同じように、常に新しい発見をもたらしてくれるのです。,5
2,19_Festivals and Their Ancient Origins（1）,sentence_2_19_00,"　Traditions and customs based on history and religion have been an important aspect of festivals in all cultures. They vary greatly from one country to another and sometimes even between different regions in the same country. Though many traditional practices have been forgotten through the years, many of today's festivals have their beginnings in ancient rituals that originated centuries ago.",　歴史や宗教に基づいた伝統や慣習は、すべての文化において祭りの重要な要素でした。それらは国ごとに大きく異なり、同じ国の地域ごとに違う場合もあります。長い年月の中で多くの伝統的な慣習は忘れられてきましたが、今日の祭りの多くは何世紀も前に生まれた古代の儀式に由来しています。,0
2,19_Festivals and Their Ancient Origins（1）,sentence_2_19_01,Traditions and customs based on history and religion have been an important aspect of festivals in all cultures.,歴史や宗教に基づいた伝統や慣習は、すべての文化において祭りの重要な要素でした。,1
2,19_Festivals and Their Ancient Origins（1）,sentence_2_19_02,They vary greatly from one country to another and sometimes even between different regions in the same country.,それらは国ごとに大きく異なり、同じ国の地域ごとに違う場合もあります。,2
2,19_Festivals and Their Ancient Origins（1）,sentence_2_19_03,"Though many traditional practices have been forgotten through the years, many of today's festivals have their beginnings in ancient rituals that originated centuries ago.",長い年月の中で多くの伝統的な慣習は忘れられてきましたが、今日の祭りの多くは何世紀も前に生まれた古代の儀式に由来しています。,3
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_00,"　In Mexico, for example, the Day of the Dead combines Catholic beliefs with ancient Aztec traditions. In India, the festival of Diwali is celebrated with lights and fireworks to symbolize the victory of good over evil. In Spain, running with the bulls in Pamplona is a famous tradition, though it has its roots in practical ways of moving cattle. 
　In many cultures, it is traditional to prepare special foods during festivals. This custom reflects the belief that sharing food strengthens family and community bonds. The use of bright colors, music, and dance is also common, since they are thought to drive away evil and invite good fortune. Though festivals in many parts of the world still continue to reflect ethnic, cultural, and religious backgrounds, contemporary celebrations often adapt their customs to suit modern values.","　例えばメキシコでは、死者の日がカトリックの信仰と古代アステカの伝統を融合させています。インドでは、ディワリ祭が光と花火で祝われ、善が悪に勝つことを象徴しています。スペインでは、パンプローナでの牛追い祭りが有名ですが、その起源は牛を移動させる実用的な方法にあります。
　多くの文化では、祭りの際に特別な料理を用意するのが伝統です。この慣習は、食べ物を分け合うことが家族や地域社会の絆を強めるという信念を反映しています。鮮やかな色、音楽、踊りを用いることも一般的で、それらは悪を退け、幸運を招くと考えられています。世界各地の祭りは今もなお民族的、文化的、宗教的背景を反映していますが、現代の祭りはしばしばその慣習を現代の価値観に合うように変えています。",0
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_01,"In Mexico, for example, the Day of the Dead combines Catholic beliefs with ancient Aztec traditions.",例えばメキシコでは、死者の日がカトリックの信仰と古代アステカの伝統を融合させています。,1
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_02,"In India, the festival of Diwali is celebrated with lights and fireworks to symbolize the victory of good over evil.",インドでは、ディワリ祭が光と花火で祝われ、善が悪に勝つことを象徴しています。,2
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_03,"In Spain, running with the bulls in Pamplona is a famous tradition, though it has its roots in practical ways of moving cattle.",スペインでは、パンプローナでの牛追い祭りが有名ですが、その起源は牛を移動させる実用的な方法にあります。,3
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_04,"In many cultures, it is traditional to prepare special foods during festivals.",多くの文化では、祭りの際に特別な料理を用意するのが伝統です。,4
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_05,This custom reflects the belief that sharing food strengthens family and community bonds.,この慣習は、食べ物を分け合うことが家族や地域社会の絆を強めるという信念を反映しています。,5
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_06,"The use of bright colors, music, and dance is also common, since they are thought to drive away evil and invite good fortune.",鮮やかな色、音楽、踊りを用いることも一般的で、それらは悪を退け、幸運を招くと考えられています。,6
2,20_Festivals and Their Ancient Origins（2）,sentence_2_20_07,"Though festivals in many parts of the world still continue to reflect ethnic, cultural, and religious backgrounds, contemporary celebrations often adapt their customs to suit modern values.",世界各地の祭りは今もなお民族的、文化的、宗教的背景を反映していますが、現代の祭りはしばしばその慣習を現代の価値観に合うように変えています。,7
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_00,"　When we look at children sleeping peacefully, we realize that through sleep they are preparing for life. They gain various physical benefits, such as muscle growth and tissue repair. They also gain mental benefits. For example, during deep sleep, the brain organizes memories and processes emotions. These physical and mental effects form part of the development that young children need in order to grow up.
　Just as food and play are important for children, so is sleep. But in present-day Japan, especially in cities, many children are not sleeping enough. Children need long hours of sleep for their mental and physical health. They need at least nine hours of sleep every night to support their growth.","　子どもたちが安らかに眠っている姿を見ると、睡眠を通して彼らが人生の準備をしていることに気づきます。筋肉の成長や組織の修復といったさまざまな身体的な利益を得ています。また、精神的な恩恵も受けています。例えば、深い眠りの間に、脳は記憶を整理し感情を処理します。こうした身体的・精神的な効果は、子どもが成長するために必要な発達の一部をなしています。
　食事や遊びが子どもにとって重要であるのと同じように、睡眠も大切です。しかし現代の日本では、特に都市部で、多くの子どもが十分に眠れていません。子どもたちは心身の健康のために長時間の睡眠を必要とします。成長を支えるためには、毎晩少なくとも九時間の睡眠が必要です。",0
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_01,"When we look at children sleeping peacefully, we realize that through sleep they are preparing for life.",子どもたちが安らかに眠っている姿を見ると、睡眠を通して彼らが人生の準備をしていることに気づきます。,1
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_02,"They gain various physical benefits, such as muscle growth and tissue repair.",筋肉の成長や組織の修復といったさまざまな身体的な利益を得ています。,2
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_03,They also gain mental benefits.,また、精神的な恩恵も受けています。,3
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_04,"For example, during deep sleep, the brain organizes memories and processes emotions.",例えば、深い眠りの間に、脳は記憶を整理し感情を処理します。,4
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_05,These physical and mental effects form part of the development that young children need in order to grow up.,こうした身体的・精神的な効果は、子どもが成長するために必要な発達の一部をなしています。,5
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_06,"Just as food and play are important for children, so is sleep.",食事や遊びが子どもにとって重要であるのと同じように、睡眠も大切です。,6
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_07,"But in present-day Japan, especially in cities, many children are not sleeping enough.",しかし現代の日本では、特に都市部で、多くの子どもが十分に眠れていません。,7
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_08,Children need long hours of sleep for their mental and physical health.,子どもたちは心身の健康のために長時間の睡眠を必要とします。,8
3,21_The Importance of Sleep for Growing Children（1）,sentence_3_21_09,They need at least nine hours of sleep every night to support their growth.,成長を支えるためには、毎晩少なくとも九時間の睡眠が必要です。,9
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_00,"　Another point to consider is how children spend their evenings. Some researchers say that using smartphones or watching TV before bed reduces sleep quality. It is very doubtful, however, whether children can easily avoid these devices in daily life. Parents, worried about both study and entertainment, often allow their children to stay up later than recommended.
　What do these children do when they are not sleeping? They tend to spend time on games, social media, or television. These activities may be enjoyable, but they do not provide the deep rest that sleep gives. Healthy sleep can only be achieved by creating an environment with less stress and fewer electronic devices. Children need regular sleep habits that allow their bodies and minds to recover fully each night.","　もう一つ考えるべき点は、子どもたちが夕方をどう過ごすかです。
研究者の中には、寝る前にスマートフォンを使ったりテレビを見たりすると睡眠の質が低下すると指摘する人もいます。
しかし、子どもたちが日常生活でこうした機器を簡単に避けられるかどうかは非常に疑わしいです。
勉強や娯楽の両方を気にかける親は、推奨よりも遅くまで子どもを起きさせることがよくあります。
　では、眠っていないときにこれらの子どもたちは何をしているのでしょうか。
彼らはゲームやソーシャルメディア、テレビに時間を費やしがちです。
これらの活動は楽しいかもしれませんが、睡眠が与える深い休養を得ることはできません。
健やかな眠りは、ストレスが少なく電子機器の影響が少ない環境を整えることでしか得られません。
子どもたちは、毎晩心身を十分に回復させる規則正しい睡眠習慣を必要としています。",0
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_01,Another point to consider is how children spend their evenings.,もう一つ考えるべき点は、子どもたちが夕方をどう過ごすかです。,1
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_02,Some researchers say that using smartphones or watching TV before bed reduces sleep quality.,研究者の中には、寝る前にスマートフォンを使ったりテレビを見たりすると睡眠の質が低下すると指摘する人もいます。,2
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_03,"It is very doubtful, however, whether children can easily avoid these devices in daily life.",しかし、子どもたちが日常生活でこうした機器を簡単に避けられるかどうかは非常に疑わしいです。,3
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_04,"Parents, worried about both study and entertainment, often allow their children to stay up later than recommended.",勉強や娯楽の両方を気にかける親は、推奨よりも遅くまで子どもを起きさせることがよくあります。,4
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_05,What do these children do when they are not sleeping?,では、眠っていないときにこれらの子どもたちは何をしているのでしょうか。,5
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_06,"They tend to spend time on games, social media, or television.",彼らはゲームやソーシャルメディア、テレビに時間を費やしがちです。,6
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_07,"These activities may be enjoyable, but they do not provide the deep rest that sleep gives.",これらの活動は楽しいかもしれませんが、睡眠が与える深い休養を得ることはできません。,7
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_08,Healthy sleep can only be achieved by creating an environment with less stress and fewer electronic devices.,健やかな眠りは、ストレスが少なく電子機器の影響が少ない環境を整えることでしか得られません。,8
3,22_The Importance of Sleep for Growing Children（2）,sentence_3_22_09,Children need regular sleep habits that allow their bodies and minds to recover fully each night.,子どもたちは、毎晩心身を十分に回復させる規則正しい睡眠習慣を必要としています。,9
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_00,"　There is much discussion about the roots of the game of basketball. Some people say that games similar to modern basketball were played in Central America thousands of years ago. 
　In comparison to modern basketball, the Mayan game of pok-ta-pok was played with a heavy rubber ball. The players tried to hit the ball through a stone ring that was fixed high on a wall. The game was usually played by teams, and it often had religious or ceremonial meanings.
　In North America, Native Americans had their own traditional ball games. One popular version involved throwing a small ball toward a wooden target. These games were not only for fun but also for teaching teamwork and endurance.","　バスケットボールの起源については多くの議論があります。現代のバスケットボールに似た競技が数千年前に中央アメリカで行われていたと言う人もいます。
　現代のバスケットボールと比べると、マヤ文明の「ポクタポク」という競技は重いゴムのボールで行われていました。選手たちは壁の高い位置に取り付けられた石の輪を通してボールを入れようとしました。この競技は通常チームで行われ、宗教的または儀式的な意味を持つことが多かったのです。
　北アメリカでは、先住民が独自の伝統的な球技を持っていました。その一つの有名な形は、小さなボールを木製の的に投げるというものでした。これらの競技は娯楽だけでなく、チームワークや忍耐を教えるためのものでした。",0
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_01,There is much discussion about the roots of the game of basketball.,バスケットボールの起源については多くの議論があります。,1
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_02,Some people say that games similar to modern basketball were played in Central America thousands of years ago.,現代のバスケットボールに似た競技が数千年前に中央アメリカで行われていたと言う人もいます。,2
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_03,"In comparison to modern basketball, the Mayan game of pok-ta-pok was played with a heavy rubber ball.",現代のバスケットボールと比べると、マヤ文明の「ポクタポク」という競技は重いゴムのボールで行われていました。,3
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_04,The players tried to hit the ball through a stone ring that was fixed high on a wall.,選手たちは壁の高い位置に取り付けられた石の輪を通してボールを入れようとしました。,4
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_05,"The game was usually played by teams, and it often had religious or ceremonial meanings.",この競技は通常チームで行われ、宗教的または儀式的な意味を持つことが多かったのです。,5
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_06,"In North America, Native Americans had their own traditional ball games.",北アメリカでは、先住民が独自の伝統的な球技を持っていました。,6
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_07,One popular version involved throwing a small ball toward a wooden target.,その一つの有名な形は、小さなボールを木製の的に投げるというものでした。,7
3,23_The Ancient Origins of Basketball（1）,sentence_3_23_08,These games were not only for fun but also for teaching teamwork and endurance.,これらの競技は娯楽だけでなく、チームワークや忍耐を教えるためのものでした。,8
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_00,"　The modern version of basketball was created in 1891 by James Naismith, a Canadian physical education teacher. He used a soccer ball and two peach baskets as goals for his first game. At that time, the game was simple, but it quickly grew in popularity in schools and colleges.
　By the early 20th century, basketball had spread beyond North America. Rules were established to prevent rough play, such as striking or kicking. This is where basketball became recognized as a modern, organized sport enjoyed all over the world.","　現代のバスケットボールは、カナダ人の体育教師ジェームズ・ネイスミスによって1891年に考案されました。彼は最初の試合でサッカーボールと二つの桃のかごをゴールとして使いました。当時は簡単な競技でしたが、学校や大学で急速に人気が高まりました。
　20世紀初頭までに、バスケットボールは北アメリカを越えて広まりました。殴ったり蹴ったりといった乱暴な行為を防ぐためにルールが定められました。ここからバスケットボールは、世界中で楽しまれる現代的で体系的なスポーツとして認められるようになったのです。",0
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_01,"The modern version of basketball was created in 1891 by James Naismith, a Canadian physical education teacher.",現代のバスケットボールは、カナダ人の体育教師ジェームズ・ネイスミスによって1891年に考案されました。,1
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_02,He used a soccer ball and two peach baskets as goals for his first game.,彼は最初の試合でサッカーボールと二つの桃のかごをゴールとして使いました。,2
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_03,"At that time, the game was simple, but it quickly grew in popularity in schools and colleges.",当時は簡単な競技でしたが、学校や大学で急速に人気が高まりました。,3
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_04,"By the early 20th century, basketball had spread beyond North America.",20世紀初頭までに、バスケットボールは北アメリカを越えて広まりました。,4
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_05,"Rules were established to prevent rough play, such as striking or kicking.",殴ったり蹴ったりといった乱暴な行為を防ぐためにルールが定められました。,5
3,24_The Ancient Origins of Basketball（2）,sentence_3_24_06,"This is where basketball became recognized as a modern, organized sport enjoyed all over the world.",ここからバスケットボールは、世界中で楽しまれる現代的で体系的なスポーツとして認められるようになったのです。,6
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_00,"　A dragonfly can do one thing extremely well: hunt. Recently scientists reported that dragonflies are among the most effective predators in the animal kingdom. A dragonfly can capture prey in midair with an accuracy of over 95 percent. It can hover, fly straight backward, and even change direction in an instant. And its brain, though small, can process visual information incredibly fast.
　Researchers at Harvard University have studied how dragonflies achieve this level of control. They found that dragonflies use nearly all of their four wings independently. This allows them to glide smoothly, save energy, and still make sudden moves to catch prey.","　トンボは一つのことを非常にうまくできます。それは狩りです。最近、科学者たちはトンボが動物界で最も効果的な捕食者の一つであると報告しました。トンボは空中で獲物を捕らえる際、95％以上の精度を誇ります。ホバリングしたり、まっすぐ後ろに飛んだり、瞬時に方向転換したりすることができます。そして脳は小さいながらも、驚くほど速く視覚情報を処理できます。
　ハーバード大学の研究者たちは、トンボがどのようにしてこのレベルの制御を達成するのかを研究しています。彼らは、トンボが4枚の翼をほぼ独立して使っていることを発見しました。これにより、滑らかに滑空し、エネルギーを節約しながら、獲物を捕らえるために急な動きも可能にしています。",0
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_01,A dragonfly can do one thing extremely well: hunt.,トンボは一つのことを非常にうまくできます。それは狩りです。,1
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_02,Recently scientists reported that dragonflies are among the most effective predators in the animal kingdom.,最近、科学者たちはトンボが動物界で最も効果的な捕食者の一つであると報告しました。,2
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_03,A dragonfly can capture prey in midair with an accuracy of over 95 percent.,トンボは空中で獲物を捕らえる際、95％以上の精度を誇ります。,3
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_04,"It can hover, fly straight backward, and even change direction in an instant.",ホバリングしたり、まっすぐ後ろに飛んだり、瞬時に方向転換したりすることができます。,4
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_05,"And its brain, though small, can process visual information incredibly fast.",そして脳は小さいながらも、驚くほど速く視覚情報を処理できます。,5
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_06,Researchers at Harvard University have studied how dragonflies achieve this level of control.,ハーバード大学の研究者たちは、トンボがどのようにしてこのレベルの制御を達成するのかを研究しています。,6
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_07,They found that dragonflies use nearly all of their four wings independently.,彼らは、トンボが4枚の翼をほぼ独立して使っていることを発見しました。,7
3,25_The Amazing Skills of Dragonflies（1）,sentence_3_25_08,"This allows them to glide smoothly, save energy, and still make sudden moves to catch prey.",これにより、滑らかに滑空し、エネルギーを節約しながら、獲物を捕らえるために急な動きも可能にしています。,8
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_00,"　Scientists and engineers are interested in copying these abilities. If they succeed, they could design micro-robots that can fly steadily and maneuver in tight spaces. Such robots could be useful for search and rescue missions or for environmental monitoring.
　Dragonflies also have remarkable eyes. Their compound eyes contain thousands of lenses, giving them a nearly complete 360-degree view. They can detect the slightest movement, allowing them to track even the fastest insects. Most of their brain is dedicated to vision, reducing complex information into simple commands for their wings.","　科学者や技術者たちは、この能力を模倣することに関心を持っています。もし成功すれば、安定して飛び、狭い空間でも操作できるマイクロロボットを設計できるでしょう。そのようなロボットは、救助活動や環境調査に役立つ可能性があります。
　トンボはまた、驚くべき目を持っています。複眼には数千のレンズがあり、ほぼ360度の視野を持っています。わずかな動きでも感知でき、最速の昆虫でさえ追跡することができます。脳の大部分は視覚に使われ、複雑な情報を翼への単純な命令に変換しています。",0
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_01,Scientists and engineers are interested in copying these abilities.,科学者や技術者たちは、この能力を模倣することに関心を持っています。,1
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_02,"If they succeed, they could design micro-robots that can fly steadily and maneuver in tight spaces.",もし成功すれば、安定して飛び、狭い空間でも操作できるマイクロロボットを設計できるでしょう。,2
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_03,Such robots could be useful for search and rescue missions or for environmental monitoring.,そのようなロボットは、救助活動や環境調査に役立つ可能性があります。,3
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_04,Dragonflies also have remarkable eyes.,トンボはまた、驚くべき目を持っています。,4
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_05,"Their compound eyes contain thousands of lenses, giving them a nearly complete 360-degree view.",複眼には数千のレンズがあり、ほぼ360度の視野を持っています。,5
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_06,"They can detect the slightest movement, allowing them to track even the fastest insects.",わずかな動きでも感知でき、最速の昆虫でさえ追跡することができます。,6
3,26_The Amazing Skills of Dragonflies（2）,sentence_3_26_07,"Most of their brain is dedicated to vision, reducing complex information into simple commands for their wings.",脳の大部分は視覚に使われ、複雑な情報を翼への単純な命令に変換しています。,7
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_00,"　The past thirty to forty years have seen a sharp rise in the number of children who are overweight, and scientists are still studying the reasons. Some have pointed to reduced physical activity, but obesity is also common among children who live in rural areas, where there is often more space to play outside.
　A widely discussed explanation is the increase in the consumption of processed foods and sugary drinks. Children today often eat fast food more frequently than in the past, and many drink soft drinks every day. This change in diet means that children take in more calories than they can use, which leads to weight gain.","　過去30〜40年の間に、肥満の子どもの数は急増しており、科学者たちはその理由を今も研究しています。身体活動の減少が原因と指摘する人もいますが、外で遊ぶ空間が多い地方の子どもたちにも肥満は多く見られます。
　広く議論されている説明の一つは、加工食品や甘い飲み物の消費増加です。今日の子どもたちは過去に比べて頻繁にファストフードを食べ、毎日ソフトドリンクを飲むことも多いです。この食生活の変化により、消費できる以上のカロリーを摂取し、体重増加につながります。",0
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_01,"The past thirty to forty years have seen a sharp rise in the number of children who are overweight, and scientists are still studying the reasons.",過去30〜40年の間に、肥満の子どもの数は急増しており、科学者たちはその理由を今も研究しています。,1
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_02,"Some have pointed to reduced physical activity, but obesity is also common among children who live in rural areas, where there is often more space to play outside.",身体活動の減少が原因と指摘する人もいますが、外で遊ぶ空間が多い地方の子どもたちにも肥満は多く見られます。,2
3,27_The Rise of Childhood Obesity（1）,sentence_3_27_03,A widely discussed explanation is the increase in the consumption of processed foods and sugary drinks.,広く議論されている説明の一つは、加工食品や甘い飲み物の消費増加です。,3
